comment,sentiment_vader,sentiment_textblob
maybe thats why putin wants biden for president no one in the world will listen to these two criminals the world will only listen to biden,-0.7096,0.1
i got admit i hate trump so this feels good hopefully trump will get more and more guilty verdicts in his criminal trials it would be so much fun to see trump go to prison a financially broke traitor,-0.6943,0.037499999999999985
some comments crazy blaming ny because they are doing there job a normal person gets thrown in jail amazing you could steal and lie and people love you,0.0516,0.11000000000000003
johnson johnson was forced to pay 150m for creating the fentanyl crisis in america think about that,-0.743,-0.30000000000000004
nyc needs trumps money to pay for all the illegal immigrants they are housing and feeding what a total clown world we are living in,-0.6124,-0.25
you are watching the complete destruction of a political opponent by the democrat party no different than what putin did to navalny in russia its pretty funny to hear the mainstream media cry about navalny while ignoring the fact that the biden administration is doing the same thing to trump right here in the usa,-0.4404,0.12653061224489795
hes tired of winning,0.128,0.04999999999999999
trump should sue for harassment and interference in a federal election,-0.5423,0.0
lol jesus this corruption is disgusting they are really trying hard to get rid of this man because of what a great president he was for the american people,0.4256,0.08472222222222224
maybe dont break the law huh,0.0,0.0
will that be cash card crypto pay pal or venmo checks not accepted,-0.2991,0.0
even if latica james revenged trump trumps done way worse period,-0.6124,-0.4
how is it that these people think they are going to get away with such wickedness the almighty god sees everything they will not escape judgment,-0.3649,0.0
maga make accountability great again accountability is coming to collect hope you ready smelly trump,0.8591,0.5
alot of uneducated individuals leaning left and having no logic in the comments looks like a cnn section,0.0772,0.0
the downfall of donald dump,-0.3818,0.0
trump say that the judge is corrupted but forget to say that his lawers has choosen it from a pannel of possible judges it was his choice also saying the the us are now like russia while refusing to support ukraine while saying that he trust putin more than the us intelligence services while saying that putin is a great man and while tucker sells us how great russia is pathetic,0.9568,0.22000000000000003
fox news is shameful and needs to grow a spine chump is guilty because of his actions so deal with it losers,-0.8555,-0.35
and i thought it was only the legal system and judges in my country were a joke and were corrupt the us is worse but then again when more than half the population are idiots i guess it is possible to have public prosecutors like you have and judges who might be better off working as clowns,0.7845,-0.06666666666666665
hahahahahahahahahaha i cant love this enough,-0.5216,0.25
trump is a victim,-0.2732,-0.07500000000000001
thou this is a civil trial trump did commit crimes hes a tax cheat and a sexual predator he should never be allowed to be in charge of a subway let alone the country,-0.4215,0.5
vile fox news,-0.6249,0.0
