comment,sentiment_vader,cluster
thats not fair,-0.2411,0
pay attention maggots the boss wants your money now dont delay the proud boys are watching,-0.2481,0
this is so unbelievable the attack on one man for nothing,-0.2494,0
i truly believe a civil war is inevitable way too much corruption,-0.25,0
fox propaganda working overtime,-0.25,0
so where might this money go illegal credit card fund,-0.25,0
massive protest planned for new york 10 million american march,-0.25,0
miss james kept her words she got her old mandam she hit him in the pocket hard,-0.25,0
why to become as stupid as everyone who gets excited over it,-0.25,0
and i thought i had canceled culture trying to cancel everything i had going on,-0.25,0
if there side wont play by the rules then why should his,-0.2584,0
most corrupt and absurd thing ive ever seen you got a loan from a bank and said your property was worth more than we think it was even though you paid that loan back and hurt absolutely no one we think this was wrong therefore you owe us 300 million dollars laugh all you want but if they can do this to the former potus what could they do to you,-0.2724,0
the comments here just show how ignorant and uninformed your viewers are about how businesses are run heres an example try to fudge your taxes and finances to re finance your hame and see how that works out for you,-0.2732,0
why do i feel a massive set of superhero nfts are about to drop,-0.2732,0
where are you getting these low class people from,-0.2732,0
we knew this was a sham from the beginning im suing my neighbor next door because hes asking to much for his house,-0.2732,0
every business owner who has ever taken a loan is at risk,-0.2732,0
we all knew this was going to be the outcome no matter what,-0.2732,0
america how low can you go,-0.2732,0
whos the victim,-0.2732,0
should be the last thing to interfere with someones business from those that never operated a lemonade stand and politially biased,-0.2732,0
so satisfying to watch you all crying over conalds loss,-0.2748,0
hes finding out black sistas aint like candace howens,-0.2755,0
so many maga tears in here,-0.2878,0
so much whining,-0.2911,0
i would not be ordered by a corrupt system i would refuse they would never never get money from me,-0.296,0
theyre just gonna give the money to ukraine no big deal,-0.296,0
new york citizens have no place in the usa,-0.296,0
man got charged more than al capone even when accounting for inflation guess it goes to show you get what you pay for,-0.296,0
democrats think they are the law therefore no one can be allowed to be above them,-0.296,0
what about all the boxes of cheezit that leticia james brought and ate with taxpayers money no one talks about this,-0.296,0
anyone remembers you shall have no other gods before me,-0.296,0
thats bs and its gotta stop this isnt america anymore,-0.296,0
still think this is no big deal maggots,-0.296,0
disgusting what a joke,-0.296,0
blah blah blah ya cant spin this fox,-0.296,0
no way this can be real,-0.296,0
what a f loser i mean stable genius,-0.296,0
fox news agreed tuesday to pay dominion voting systems nearly 800 million to avert a trial in the voting machine companys lawsuit that would have exposed how the network promoted lies about the 2020 presidential election,-0.296,0
no one is above the law except leftards and demonrats,-0.296,0
ag no one is above gods law,-0.296,0
no one is above the law folis,-0.296,0
america become banana republic its a joke people who control government trying to silence trump its disgusting,-0.296,0
the usa is no longer a democracy,-0.296,0
law and order no longer means anything to the gop,-0.296,0
no longer voting democrap done with this bull,-0.296,0
will that be cash card crypto pay pal or venmo checks not accepted,-0.2991,0
the panel of morons banks and insurance companies will come,-0.3182,0
anyone shocked,-0.3182,0
we should boycott new york,-0.3182,0
tell us again who lost 364 million,-0.3182,0
he should let the dogs loose say the word,-0.3182,0
man it sure is expensive these days to be an orange fascist dictator wanabe,-0.3182,0
well thats what fraudsters get,-0.3182,0
odd how this comes on the heels of the faniasco,-0.3182,0
hey lets vote for a bleached blonde old man who paints himself orange and loses everything,-0.3182,0
boycott new york cesspool,-0.3182,0
boycott nyc,-0.3182,0
the biggest lack of due process i have ever seen,-0.3182,0
any corporation that continues to operate in ny risks becoming a political enemyvictim they should all leave just as so many have left ca let the idiots in ny go shop in neighboring states,-0.3182,0
boycott nyc,-0.3182,0
i had the same thought before i clicked on to comment appeal this and take all your business and money you make your business and for new jerk and never do business there again,-0.34,0
pple will take advantage of money right or wrong sorry you keep getting caught up in the game of creed,-0.34,0
that crazy lady shouldnt become a 300 millionaire over defamation,-0.34,0
this is crazy,-0.34,0
couldnt happen to a bigger prick,-0.34,0
they are crazy,-0.34,0
the usa has turned into a fascist state the democrats have lost their collective minds and all notion of honour this has to be amongst the darkest period in their history shame on them and anyone who supports these relentless travesties of justice,-0.34,0
what an uncivilized irrational radical communist,-0.34,0
then again new york state may not be able to sell themooh not looking good for new york state govor ag james,-0.3412,0
couldnt happen to a nicer magat,-0.3412,0
couldnt happen to a nicer person,-0.3412,0
i guess they dont want people borrowing money maybe everyone in the country needs to stop borrowing from the banks for about a year send the message back,-0.3447,0
stupid liberals are forgetting is a small little detail and its called the second amendment the right to bear arms and protect ourselves from a rogue government just like the one we have they really should be scared actually,-0.3535,0
